id,gender,last,book,child,youth,cook,do_it,reference,art,geog,buyer
20833,1,19,26,1,0,0,1,0,0,0,0
20834,0,9,15,0,0,0,1,0,0,0,0
20835,1,1,110,3,2,2,0,0,1,2,1
20836,1,5,130,1,3,4,0,1,1,1,0
20839,1,7,103,2,0,3,1,0,1,2,0
20840,1,9,25,0,0,2,0,0,0,0,0
20842,1,17,15,0,0,0,0,0,0,1,0
20843,1,23,29,1,0,0,0,0,0,1,0
20844,0,7,46,0,2,1,0,1,0,0,0
20845,1,13,15,1,0,0,0,0,0,0,0
20846,1,11,25,1,0,1,0,0,0,0,0
20849,1,13,27,0,0,1,0,1,0,0,0
20850,1,33,124,5,0,3,0,0,2,1,0
20851,0,15,62,2,2,1,1,0,0,0,0
20855,1,11,127,3,1,2,0,0,3,2,1
20858,1,9,122,2,2,1,1,1,3,1,1
20860,1,13,15,1,0,0,0,0,0,0,0
20862,1,11,25,0,1,1,0,0,0,0,0
20864,0,35,65,1,2,1,1,1,0,0,0
20868,1,11,25,0,1,1,0,0,0,0,0
20870,1,11,15,1,0,0,0,0,0,0,0
20871,1,5,15,1,0,0,0,0,0,0,0
20872,0,11,87,0,1,1,0,1,2,2,1
20873,1,3,15,1,0,0,0,0,0,0,0
20874,1,13,15,0,0,0,1,0,0,0,0
20875,0,21,131,1,0,3,3,0,1,3,0
20885,0,7,107,1,1,3,4,1,0,0,0
20887,1,3,15,0,0,1,0,0,0,0,0
20893,1,3,15,0,0,0,1,0,0,0,0
20894,1,9,15,0,0,0,0,1,0,0,0
20899,1,9,32,1,1,1,0,0,0,0,0
20900,0,7,63,0,0,0,3,1,0,1,0
20901,0,15,103,1,1,3,1,0,2,1,1
20909,1,7,102,2,1,2,1,1,1,1,0
20910,0,9,135,1,1,4,3,0,2,1,0
20911,0,15,28,0,0,0,0,1,1,0,0
20912,1,1,15,0,0,0,1,0,0,0,0
20913,1,11,29,0,0,0,0,0,1,1,0
20914,0,15,15,0,0,0,0,1,0,0,0
20916,0,11,15,0,0,0,0,0,0,1,0
20917,1,13,15,0,0,0,1,0,0,0,0
20918,0,5,85,1,3,2,1,0,1,0,0
20919,0,15,29,0,0,1,0,0,0,1,0
20924,0,9,126,2,0,3,1,3,0,2,0
20925,0,5,15,0,0,0,0,0,1,0,1
20926,0,5,15,0,0,0,0,0,1,0,0
20932,0,9,15,0,0,0,0,0,1,0,1
20933,0,1,136,3,1,1,3,1,1,2,0
20936,1,7,29,0,0,1,0,0,0,1,0
20939,0,29,15,0,0,0,0,0,0,1,0
20940,0,9,82,1,0,2,1,0,0,3,1
20942,1,15,77,1,1,2,2,0,1,0,0
20943,1,15,27,0,0,1,0,1,0,0,0
20947,1,11,15,0,1,0,0,0,0,0,0
20948,0,9,27,0,0,1,0,1,0,0,0
20954,1,7,15,0,1,0,0,0,0,0,0
20955,0,9,15,1,0,0,0,0,0,0,0
20958,1,9,29,1,0,0,0,0,0,1,0
20959,0,33,29,1,0,0,0,0,0,1,0
20961,1,7,15,0,0,0,0,0,1,0,0
20962,0,21,25,0,1,1,0,0,0,0,0
20964,0,13,118,2,3,3,2,1,0,0,0
20967,0,5,26,0,0,1,1,0,0,0,0
20971,1,33,15,0,0,0,0,1,0,0,0
20972,1,13,15,0,0,1,0,0,0,0,0
20973,0,31,15,0,0,1,0,0,0,0,0
20974,1,7,15,0,0,0,0,0,1,0,0
20975,0,25,82,2,0,1,1,1,2,0,0
20976,1,29,95,3,2,1,2,0,0,1,0
20978,1,9,38,0,0,1,1,0,1,0,0
20981,0,11,60,1,0,0,1,2,0,1,0
20982,0,11,145,0,3,3,1,1,2,2,0
20985,1,25,29,0,0,1,0,0,0,1,0
20988,1,11,15,1,0,0,0,0,0,0,0
20989,0,9,77,1,2,1,2,0,1,0,0
20992,1,11,27,0,0,0,1,1,0,0,1
20995,0,29,29,1,0,0,0,0,0,1,0
20997,1,7,116,1,1,5,0,1,1,1,0
21002,0,9,45,0,1,1,2,0,0,0,0
21003,1,3,29,1,0,0,0,0,0,1,0
21004,1,17,28,1,0,0,0,0,1,0,0
21005,0,9,81,2,0,2,0,1,2,0,0
21007,1,29,15,0,0,1,0,0,0,0,0
21012,0,19,15,0,0,1,0,0,0,0,0
21014,1,11,104,2,2,2,1,3,0,0,0
21015,1,13,15,0,0,0,0,0,0,1,0
21017,1,25,26,0,1,0,1,0,0,0,0
21018,1,13,84,0,1,2,0,1,0,3,0
21020,0,5,24,1,1,0,0,0,0,0,0
21021,1,13,48,1,1,1,0,0,0,1,0
21022,0,29,102,2,0,2,1,1,0,3,0
21023,0,13,60,1,0,0,1,1,0,2,0
21025,0,13,60,2,0,0,1,1,0,1,1
21027,0,27,24,1,1,0,0,0,0,0,0
21029,1,31,15,0,0,0,1,0,0,0,0
21032,1,11,25,0,1,1,0,0,0,0,0
21038,0,15,52,0,0,2,0,0,1,1,0
21039,0,11,27,0,0,1,0,1,0,0,0
21040,1,5,25,1,0,1,0,0,0,0,0
21041,0,21,29,0,0,1,0,0,0,1,0
21042,0,11,71,2,0,1,1,0,1,1,0
21043,1,5,84,1,0,1,0,3,1,1,0
21044,1,11,15,0,0,0,1,0,0,0,0
21045,1,13,15,0,0,1,0,0,0,0,0
21046,0,9,28,0,0,1,0,0,1,0,0
21048,1,31,69,2,1,1,0,0,1,1,0
21049,1,21,28,0,0,1,0,0,1,0,0
21051,0,7,139,0,2,5,2,1,1,1,1
21052,1,15,118,4,1,3,0,1,0,2,0
21055,1,1,27,0,0,1,0,1,0,0,0
21056,0,1,15,0,0,0,0,0,1,0,0
21057,1,23,25,0,1,1,0,0,0,0,0
21058,0,11,88,3,1,2,0,0,0,2,0
21059,1,15,15,0,0,1,0,0,0,0,0
21060,1,13,24,1,1,0,0,0,0,0,0
21061,0,11,29,0,0,1,0,0,0,1,0
21062,1,15,29,0,0,1,0,0,0,1,0
21066,1,3,27,0,0,0,1,1,0,0,0
21068,1,25,59,1,0,2,0,0,2,0,0
21069,1,15,15,0,0,0,0,0,0,1,0
21070,0,15,92,3,2,2,1,1,0,0,0
21071,1,13,29,1,0,0,0,0,0,1,0
21073,1,31,15,0,0,0,0,0,0,1,0
21075,1,13,32,1,1,0,0,0,1,0,0
21077,1,3,15,0,0,1,0,0,0,0,0
21081,0,13,45,0,2,1,1,0,0,0,0
21083,0,15,131,1,3,0,2,1,1,3,0
21085,1,15,81,1,0,2,2,1,0,1,0
21092,1,15,15,0,1,0,0,0,0,0,0
21094,1,7,29,0,0,1,0,0,0,1,0
21095,1,3,93,2,3,3,0,0,0,1,0
21099,0,29,65,3,0,2,0,0,0,1,0
21102,0,15,28,0,1,0,0,0,1,0,0
21104,1,15,15,0,0,0,1,0,0,0,0
21108,1,29,15,0,0,1,0,0,0,0,0
21110,0,9,107,2,1,1,1,0,2,2,0
21113,1,15,27,0,0,1,0,1,0,0,0
21114,1,13,29,0,0,1,0,0,0,1,0
21117,1,3,27,1,0,0,0,1,0,0,0
21118,1,5,26,1,0,0,1,0,0,0,0
21121,0,33,66,2,1,1,1,0,1,0,0
21126,1,1,15,0,0,0,0,1,0,0,0
21127,1,5,15,0,0,0,0,0,1,0,1
21131,1,11,15,0,1,0,0,0,0,0,0
21132,0,13,118,3,2,2,1,1,2,0,0
21141,1,9,15,0,0,0,1,0,0,0,0
21142,1,7,15,0,0,0,1,0,0,0,0
21144,1,11,15,0,0,0,1,0,0,0,0
21145,1,11,28,1,0,0,0,0,1,0,0
21148,1,11,25,0,1,1,0,0,0,0,0
21149,0,11,70,1,1,0,1,0,2,1,0
21150,1,27,28,0,0,0,0,1,1,0,0
21152,0,7,55,3,0,0,1,0,1,0,0
21153,0,27,25,0,0,2,0,0,0,0,0
21154,1,17,15,0,0,0,1,0,0,0,0
21156,1,3,25,0,1,1,0,0,0,0,0
21158,1,13,15,1,0,0,0,0,0,0,0
21161,0,5,105,2,3,2,2,0,0,1,0
21162,0,15,15,0,0,0,0,1,0,0,0
21163,1,9,26,1,0,0,1,0,0,0,0
21166,1,35,92,1,1,2,0,1,0,3,0
21168,1,1,15,1,0,0,0,0,0,0,0
21170,1,3,25,0,0,2,0,0,0,0,0
21171,1,15,15,0,0,0,0,0,0,1,0
21172,1,25,27,0,1,0,0,1,0,0,0
21173,1,21,15,0,0,0,0,0,0,1,0
21174,1,15,95,1,0,2,2,0,2,1,0
21175,0,1,142,2,0,4,2,0,2,2,0
21176,1,13,79,3,0,1,1,0,1,1,0
21177,1,9,85,0,0,2,2,0,0,3,0
21179,0,15,44,1,0,1,1,0,0,1,0
21181,1,9,107,2,0,2,1,1,1,2,0
21183,1,11,111,2,0,6,0,1,1,0,0
21184,0,13,112,2,0,2,3,1,1,1,0
21185,1,9,25,0,1,1,0,0,0,0,1
21186,1,3,15,1,0,0,0,0,0,0,0
21189,1,11,28,0,0,0,1,0,1,0,0
21191,1,13,28,0,1,0,0,0,1,0,0
21192,1,13,47,1,0,1,0,1,0,1,0
21194,1,9,104,2,3,3,1,0,0,1,0
21196,1,9,15,0,0,1,0,0,0,0,0
21197,1,9,27,0,0,1,0,1,0,0,0
21198,0,5,28,1,0,0,0,0,1,0,0
21199,1,23,80,1,1,1,1,0,1,2,0
21202,1,13,15,0,1,0,0,0,0,0,0
21203,1,3,15,0,0,1,0,0,0,0,0
21204,0,15,75,1,0,1,1,1,1,1,0
21205,1,3,15,0,0,1,0,0,0,0,0
21206,0,11,137,2,1,2,1,1,2,3,1
21211,1,13,29,1,0,0,0,0,0,1,0
21213,1,3,131,2,1,5,1,0,2,1,1
21214,1,11,15,0,1,0,0,0,0,0,0
21216,1,15,34,0,1,2,0,0,0,0,0
21217,1,7,25,1,0,1,0,0,0,0,0
21221,1,17,29,0,0,1,0,0,0,1,0
21222,1,7,15,0,0,0,0,1,0,0,0
21223,0,9,27,0,1,0,0,1,0,0,1
21225,1,7,39,0,0,1,1,0,1,0,0
21228,0,5,106,3,2,1,3,0,0,1,0
21230,1,1,78,1,1,1,2,1,1,0,0
21234,0,9,116,3,1,3,0,0,1,2,0
21235,1,13,29,0,0,0,1,0,0,1,0
21238,1,1,88,2,0,2,0,3,1,0,0
21241,0,15,15,0,0,0,0,1,0,0,0
21243,1,27,65,4,1,1,0,0,0,0,0
21244,1,5,15,0,0,1,0,0,0,0,0
21246,1,1,27,0,0,1,0,1,0,0,0
21247,1,11,86,1,1,4,1,0,1,0,0
21250,0,9,15,0,0,0,0,0,1,0,0
21254,1,3,15,0,0,1,0,0,0,0,0
21255,1,3,44,1,2,0,0,1,0,0,0
21260,0,9,25,1,0,1,0,0,0,0,0
21262,1,5,25,0,0,2,0,0,0,0,0
21265,1,5,15,1,0,0,0,0,0,0,0
21267,1,13,25,1,0,1,0,0,0,0,0
21268,1,3,28,1,0,0,0,0,1,0,0
21271,1,27,91,2,0,2,2,1,0,1,0
21274,1,13,15,0,0,1,0,0,0,0,0
21275,0,13,15,0,0,0,0,0,0,1,0
21277,1,31,15,0,1,0,0,0,0,0,0
21279,1,15,15,0,0,1,0,0,0,0,0
21282,1,3,15,0,0,0,1,0,0,0,0
21287,0,9,27,0,1,0,0,1,0,0,0
21289,0,5,58,0,0,3,1,1,0,0,0
21290,0,13,23,2,0,0,0,0,0,0,0
21291,1,11,87,4,1,2,0,1,0,0,0
21292,0,13,115,2,0,4,2,0,1,1,0
21293,1,9,15,0,0,0,0,0,0,1,0
21295,1,7,48,0,0,3,0,0,1,0,0
21296,1,11,28,0,0,0,1,0,1,0,0
21298,1,25,104,3,0,1,2,0,3,0,0
21299,1,3,63,3,1,1,0,0,1,0,0
21300,1,9,123,2,2,2,2,0,2,1,1
21301,1,7,119,2,2,3,1,1,1,1,0
21306,1,5,85,1,0,2,1,0,1,2,0
21308,1,3,15,0,1,0,0,0,0,0,0
21310,1,15,15,0,0,1,0,0,0,0,0
21313,0,9,25,1,0,1,0,0,0,0,0
21315,0,25,92,1,1,1,1,1,2,1,1
21316,1,21,29,0,1,0,0,0,0,1,0
21318,1,13,15,0,0,0,1,0,0,0,0
21320,1,15,139,2,1,3,1,0,2,3,0
21322,0,3,109,3,1,2,1,2,0,1,0
21324,0,9,26,0,0,1,1,0,0,0,0
21328,0,3,28,0,0,1,0,0,1,0,0
21329,1,11,15,0,0,1,0,0,0,0,0
21331,1,15,15,1,0,0,0,0,0,0,1
21332,1,5,23,2,0,0,0,0,0,0,0
21336,0,15,29,0,0,1,0,0,0,1,0
21338,1,23,15,0,0,0,1,0,0,0,0
21339,1,15,81,4,1,1,1,1,0,0,0
21340,1,1,39,0,0,2,0,0,0,1,0
21342,0,13,32,1,1,1,0,0,0,0,0
21343,1,7,15,1,0,0,0,0,0,0,0
21344,1,13,15,0,0,1,0,0,0,0,0
21345,1,15,50,0,1,0,0,2,0,1,0
21346,0,3,15,0,0,0,1,0,0,0,0
21347,0,5,82,2,0,1,1,1,2,0,1
21349,1,15,15,0,1,0,0,0,0,0,0
21350,0,1,136,5,0,3,2,1,1,0,0
21353,1,3,15,0,0,1,0,0,0,0,0
21354,1,1,40,1,0,0,0,1,1,0,0
21356,1,11,15,0,0,0,0,0,0,1,0
21357,0,13,28,0,1,0,0,0,1,0,0
21360,0,27,29,0,0,1,0,0,0,1,0
21364,1,3,28,0,0,0,1,0,1,0,0
21365,1,5,26,1,0,0,1,0,0,0,0
21366,1,9,88,3,1,1,0,1,2,0,0
21375,1,13,27,0,1,0,0,1,0,0,0
21377,1,3,100,2,1,3,0,1,0,2,0
21380,1,15,25,1,0,1,0,0,0,0,0
21381,1,9,15,1,0,0,0,0,0,0,0
21386,1,33,15,0,0,0,0,0,0,1,0
21388,1,9,52,1,0,1,0,0,1,1,0
21389,1,25,28,0,0,1,0,0,1,0,0
21390,0,11,15,0,0,0,0,0,0,1,1
21391,1,13,15,0,1,0,0,0,0,0,0
21392,0,5,29,0,0,0,1,0,0,1,1
21393,1,7,125,1,3,3,1,2,0,1,0
21394,1,21,15,0,0,0,0,0,0,1,0
21395,1,7,26,1,0,0,1,0,0,0,0
21397,1,11,15,0,0,0,0,0,1,0,0
21398,0,31,23,2,0,0,0,0,0,0,0
21399,1,21,15,0,1,0,0,0,0,0,0
21402,1,9,78,2,1,2,0,1,0,1,0
21403,1,15,29,1,0,0,0,0,0,1,0
21404,1,3,27,1,0,0,0,1,0,0,0
21408,1,15,15,0,0,0,0,0,0,1,0
21410,0,9,25,0,0,2,0,0,0,0,0
21413,0,27,148,0,0,1,4,0,0,6,1
21417,1,1,131,4,0,2,1,0,2,2,0
21418,0,13,63,0,0,1,1,0,1,2,0
21421,0,9,68,1,1,1,0,2,0,1,0
21424,0,9,28,1,0,0,0,0,1,0,0
21425,1,11,58,1,0,0,0,0,0,3,0
21430,1,11,29,0,0,1,0,0,0,1,0
21432,1,15,29,0,0,0,0,0,1,1,0
21433,0,1,61,2,0,0,1,0,1,1,0
21438,1,3,91,0,2,4,0,0,0,2,0
21441,1,11,15,0,0,0,0,0,1,0,0
21443,0,21,86,5,0,1,2,0,0,0,0
21444,0,23,15,1,0,0,0,0,0,0,0
21445,0,19,66,3,0,0,1,2,0,0,0
21447,0,11,27,0,0,0,0,2,0,0,0
21448,1,9,24,1,1,0,0,0,0,0,0
21453,0,7,24,1,1,0,0,0,0,0,0
21454,1,15,92,0,1,3,2,1,0,1,0
21459,0,11,15,0,0,0,1,0,0,0,0
21461,1,1,27,0,0,1,0,1,0,0,0
21462,1,11,15,0,0,1,0,0,0,0,0
21463,0,11,58,1,1,1,1,0,1,0,0
21466,1,13,25,1,0,1,0,0,0,0,0
21467,0,5,70,3,0,0,1,0,0,2,0
21469,0,29,61,0,0,4,1,0,0,0,0
21470,1,35,101,2,0,3,1,3,0,0,0
21471,1,33,116,1,2,1,1,0,2,3,0
21472,1,3,28,0,0,0,1,0,1,0,0
21473,1,1,26,0,0,1,1,0,0,0,0
21475,1,5,131,3,1,5,0,2,0,1,0
21476,0,7,26,1,0,0,1,0,0,0,0
21477,1,7,15,0,0,1,0,0,0,0,0
21478,1,9,15,0,0,0,0,0,1,0,0
21480,1,13,84,1,1,0,0,2,2,1,0
21481,1,9,60,1,1,1,0,1,0,1,0
21484,1,13,15,0,0,0,0,1,0,0,0
21485,1,9,47,1,0,1,0,0,0,2,0
21486,1,13,24,1,1,0,0,0,0,0,0
21488,1,15,15,1,0,0,0,0,0,0,0
21492,0,13,129,1,1,3,2,0,1,3,0
21495,1,9,15,0,0,0,0,0,0,1,0
21496,0,1,133,3,1,4,0,0,1,3,1
21498,0,1,101,3,1,3,0,1,0,1,0
21502,1,5,15,0,0,0,0,1,0,0,0
21504,1,25,15,0,0,1,0,0,0,0,0
21506,1,3,98,1,1,4,1,1,1,0,0
21507,1,29,15,0,0,1,0,0,0,0,0
21509,0,13,27,0,0,0,0,2,0,0,0
21513,1,5,26,1,0,0,1,0,0,0,0
21515,1,7,25,1,0,1,0,0,0,0,0
21518,1,7,15,0,0,0,1,0,0,0,0
21521,1,1,33,1,0,2,0,0,0,0,0
21522,1,15,29,0,0,1,0,0,0,1,0
21523,1,13,83,2,0,2,0,0,2,1,0
21525,1,17,15,1,0,0,0,0,0,0,0
21526,1,9,15,0,0,1,0,0,0,0,0
21530,1,11,15,0,0,0,1,0,0,0,0
21534,0,11,49,0,0,1,1,0,2,0,0
21536,0,9,123,5,2,1,0,0,1,2,0
21539,0,3,67,1,1,1,2,0,0,1,0
21540,0,9,143,0,1,5,3,0,1,2,0
21541,1,11,110,3,0,4,1,1,1,0,0
21542,1,3,15,1,0,0,0,0,0,0,0
21544,0,33,25,1,0,1,0,0,0,0,0
21545,1,33,128,1,1,3,1,2,1,2,0
21548,0,21,23,2,0,0,0,0,0,0,0
21549,1,15,33,1,0,2,0,0,0,0,0
21550,0,21,122,2,1,1,4,1,1,1,0
21551,1,3,29,0,0,0,0,0,1,1,1
21555,0,1,29,0,0,0,0,0,1,1,1
21556,1,1,99,2,2,1,0,1,0,3,0
21558,1,1,24,0,2,0,0,0,0,0,0
21559,1,13,59,1,1,0,0,0,1,2,1
21560,1,25,140,4,1,1,1,2,2,1,0
21562,1,15,15,1,0,0,0,0,0,0,0
21563,0,7,27,1,0,0,0,1,0,0,0
21564,1,31,36,1,0,0,0,0,1,1,0
21565,1,31,126,3,0,4,1,1,1,1,0
21569,1,5,28,0,0,1,0,0,1,0,0
21571,1,9,86,2,0,3,2,0,1,0,0
21578,1,5,29,1,0,0,0,0,0,1,0
21579,1,11,15,0,0,0,1,0,0,0,0
21580,1,3,15,0,0,0,0,1,0,0,0
21587,1,35,24,1,1,0,0,0,0,0,0
21589,1,9,108,2,2,3,1,0,0,2,0
21590,1,9,29,1,0,0,0,0,0,1,0
21591,1,7,42,0,0,0,0,0,1,2,0
21594,1,15,26,0,0,0,2,0,0,0,0
21595,1,11,27,0,0,1,0,1,0,0,0
21596,1,25,15,0,0,0,0,1,0,0,0
21597,1,9,26,0,0,1,1,0,0,0,0
21601,1,11,26,0,0,0,2,0,0,0,0
21604,1,15,29,0,0,0,0,0,1,1,0
21605,0,11,143,1,1,1,4,1,1,3,0
21611,1,9,15,0,0,1,0,0,0,0,0
21612,1,1,96,3,4,1,0,0,0,1,0
21613,0,13,32,1,1,1,0,0,0,0,0
21615,1,9,36,0,0,1,1,0,0,1,0
21619,1,3,111,1,1,4,1,2,0,1,0
21620,1,3,29,1,0,0,0,0,0,1,0
21624,0,13,25,1,0,1,0,0,0,0,0
21629,0,1,140,1,2,1,3,1,3,1,0
21630,0,15,15,0,0,1,0,0,0,0,0
21631,1,15,15,0,1,0,0,0,0,0,0
21632,0,13,119,2,2,2,3,0,0,2,0
21636,1,9,116,3,0,2,0,1,3,1,0
21637,1,13,15,0,0,1,0,0,0,0,0
21638,1,15,94,1,1,1,2,0,1,2,0
21639,1,1,45,2,0,1,0,1,0,0,0
21640,1,23,28,1,0,0,0,0,1,0,0
21641,0,15,37,2,0,0,0,0,0,1,0
21642,1,11,25,0,1,1,0,0,0,0,0
21643,1,9,26,0,0,1,1,0,0,0,0
21644,1,31,26,0,0,1,1,0,0,0,0
21645,1,15,15,1,0,0,0,0,0,0,0
21647,1,15,15,0,0,0,0,1,0,0,0
21649,1,13,15,0,0,0,0,0,0,1,0
21650,1,9,29,0,0,1,0,0,0,1,0
21652,1,29,15,0,0,0,0,0,0,1,0
21653,0,5,68,1,1,0,1,1,2,0,0
21656,1,11,36,1,0,0,1,0,1,0,0
21657,1,13,142,2,0,3,1,2,1,3,1
21661,1,1,15,0,0,0,0,0,0,1,0
21662,1,15,33,1,0,1,0,0,1,0,0
21664,1,9,15,1,0,0,0,0,0,0,0
21666,0,33,29,0,0,0,1,0,0,1,0
21667,1,5,37,1,0,1,0,0,0,1,0
21669,1,17,24,1,1,0,0,0,0,0,0
21670,1,11,15,0,0,1,0,0,0,0,0
21671,0,5,29,0,0,0,0,0,1,1,1
21673,0,25,40,0,1,0,1,0,0,1,0
21676,0,17,114,5,0,2,0,1,0,2,0
21677,0,15,137,3,0,2,2,2,2,1,1
21680,1,5,15,1,0,0,0,0,0,0,0
21681,1,9,15,0,1,0,0,0,0,0,0
21682,1,13,33,1,0,2,0,0,0,0,0
21686,1,1,54,3,0,1,0,0,1,0,0
21689,1,9,35,0,1,0,2,0,0,0,0
21690,1,13,105,0,1,2,3,3,0,0,0
21692,1,1,15,0,0,1,0,0,0,0,1
21696,0,1,138,1,2,2,2,2,2,1,0
21698,1,13,15,0,0,1,0,0,0,0,0
21702,1,9,108,0,1,2,3,0,0,3,0
21703,0,7,124,3,5,1,3,0,0,0,0
21706,1,5,15,0,0,1,0,0,0,0,0
21707,1,9,95,1,1,3,0,0,0,3,0
21708,0,15,133,0,1,3,2,2,0,3,0
21709,1,3,123,2,0,4,1,2,1,1,0
21711,0,5,131,5,0,4,1,1,0,1,0
21712,1,5,15,1,0,0,0,0,0,0,0
21713,1,11,15,1,0,0,0,0,0,0,0
21714,0,33,37,1,0,1,0,0,0,1,0
21715,1,31,15,0,0,1,0,0,0,0,0
21716,1,13,81,1,3,0,0,0,2,1,0
21717,0,3,134,3,1,4,2,0,1,1,0
21718,1,15,15,0,0,0,0,0,0,1,0
21720,1,15,28,1,0,0,0,0,1,0,0
21723,0,11,28,0,0,0,0,1,1,0,1
21726,0,1,29,0,0,0,1,0,0,1,0
21727,1,15,26,1,0,0,1,0,0,0,0
21728,0,9,127,2,1,2,2,1,1,2,0
21729,1,19,127,3,2,1,0,1,1,3,0
21731,1,11,26,0,0,1,1,0,0,0,0
21732,0,7,15,1,0,0,0,0,0,0,0
21733,1,13,34,1,0,0,1,1,0,0,0
21736,0,3,80,1,0,3,1,0,2,0,0
21737,0,13,108,1,1,0,3,0,2,2,0
21738,0,11,50,0,0,2,1,0,0,1,0
21740,1,5,15,0,0,1,0,0,0,0,0
21741,0,13,119,3,1,5,0,0,2,0,0
21744,1,15,15,0,1,0,0,0,0,0,0
21745,0,33,70,1,1,0,2,0,1,1,0
21747,0,15,29,0,0,1,0,0,0,1,0
21748,0,7,36,1,0,1,0,0,1,0,0
21752,0,31,15,0,0,0,1,0,0,0,0
21754,1,23,29,0,0,0,0,0,1,1,0
21755,1,1,79,2,2,1,0,0,0,2,0
21757,1,35,15,1,0,0,0,0,0,0,0
21758,1,7,85,2,1,5,0,0,0,0,0
21760,1,15,26,0,0,1,1,0,0,0,0
21764,1,11,91,5,0,0,3,0,0,0,0
21766,0,13,45,1,0,1,1,1,0,0,0
21767,1,13,29,0,1,0,0,0,0,1,0
21772,1,7,15,0,0,0,0,0,0,1,0
21773,0,11,23,2,0,0,0,0,0,0,1
21776,1,29,15,1,0,0,0,0,0,0,0
21778,1,15,25,0,0,2,0,0,0,0,0
21780,0,15,73,0,0,2,1,2,1,0,0
21781,1,29,15,0,0,0,0,0,1,0,0
21785,0,27,28,0,1,0,0,0,1,0,0
21786,0,3,108,4,2,2,0,2,0,0,0
21787,0,9,28,0,0,0,1,0,1,0,1
21789,1,31,28,0,1,0,0,0,1,0,0
21790,0,3,85,3,2,1,0,1,0,1,0
21797,1,7,15,0,0,0,0,1,0,0,0
21798,0,29,29,0,0,0,0,0,0,2,0
21799,0,7,119,5,1,2,2,0,0,1,0
21800,0,9,53,1,1,2,1,0,0,0,0
21801,1,27,15,0,0,0,0,0,1,0,0
21802,1,9,15,0,0,1,0,0,0,0,0
21803,0,13,24,1,1,0,0,0,0,0,0
21810,0,1,51,2,0,3,0,0,0,0,0
21811,0,15,130,0,1,2,3,2,2,1,0
21813,1,11,27,0,0,0,1,1,0,0,0
21816,1,1,75,1,1,0,0,0,0,4,0
21818,1,1,15,0,0,0,0,1,0,0,0
21822,0,7,37,0,1,0,0,0,1,1,0
21827,1,25,24,1,1,0,0,0,0,0,0
21830,1,11,76,2,1,2,1,0,1,0,0
21832,1,1,92,1,0,3,3,1,0,0,0
21838,1,9,32,1,1,0,1,0,0,0,0
21839,1,5,29,0,1,0,0,0,0,1,0
21840,1,23,25,1,0,1,0,0,0,0,0
21842,0,29,15,0,0,0,0,0,1,0,0
21843,1,5,15,0,0,0,1,0,0,0,0
21844,0,3,29,0,0,0,0,0,1,1,0
21845,0,5,23,2,0,0,0,0,0,0,0
21848,1,17,23,2,0,0,0,0,0,0,0
21854,0,23,55,1,1,2,0,0,1,0,0
21855,1,17,26,0,0,1,1,0,0,0,0
21856,0,11,50,0,0,1,2,0,0,1,1
21858,1,9,139,2,2,1,2,1,2,2,1
21860,0,5,56,1,1,2,0,0,0,1,0
21861,1,3,113,2,1,4,1,0,1,1,0
21862,1,11,64,2,1,2,0,1,0,0,0
21870,0,7,120,2,0,1,2,2,1,2,1
21871,1,9,46,1,0,1,0,0,2,0,0
21874,1,15,25,0,0,2,0,0,0,0,0
21875,1,5,28,0,0,1,0,0,1,0,0
21876,0,7,130,2,2,3,1,2,2,0,1
21878,0,9,65,2,1,1,1,1,0,0,0
21879,1,33,108,3,2,2,0,0,3,0,0
21880,0,9,87,0,1,4,0,0,0,2,0
21882,1,7,15,0,0,0,0,0,0,1,0
21884,1,13,42,1,1,2,0,0,0,0,0
21885,1,9,77,5,1,0,0,0,0,1,0
21886,0,9,15,0,0,0,0,0,0,1,1
21887,1,15,23,2,0,0,0,0,0,0,0
21889,1,9,103,1,1,5,0,1,0,1,0
21891,0,15,58,1,0,1,1,0,0,2,0
21895,1,9,15,0,0,1,0,0,0,0,0
21897,1,5,121,3,1,3,1,1,0,2,0
21901,1,3,15,0,0,0,0,0,1,0,0
21902,0,13,94,0,0,0,1,0,3,3,1
21905,1,15,125,2,1,5,0,0,2,1,0
21907,0,27,24,1,1,0,0,0,0,0,0
21909,1,11,15,0,0,1,0,0,0,0,0
21910,1,27,15,1,0,0,0,0,0,0,0
21913,1,5,15,0,1,0,0,0,0,0,0
21915,0,15,69,1,1,2,0,0,1,1,1
21917,1,9,15,0,0,0,1,0,0,0,0
21918,1,9,29,0,1,0,0,0,0,1,0
21919,1,1,113,3,1,1,0,3,1,1,0
21920,1,7,27,0,0,1,0,1,0,0,0
21922,0,13,15,0,0,0,0,0,1,0,1
21923,0,15,66,0,2,2,2,0,0,0,0
21924,0,23,47,1,0,1,0,0,1,1,0
21928,0,29,70,0,1,2,2,0,0,1,0
21932,0,11,53,0,0,0,1,0,2,1,0
21933,0,11,15,0,0,0,0,0,1,0,1
21935,0,15,38,0,0,2,0,0,1,0,0
21936,1,11,23,2,0,0,0,0,0,0,0
21937,1,5,15,1,0,0,0,0,0,0,0
21940,0,11,131,0,1,2,2,4,2,0,0
21941,0,21,15,0,0,0,1,0,0,0,0
21943,1,15,28,0,0,1,0,0,1,0,0
21944,0,19,51,1,0,1,0,1,0,1,0
21946,1,15,15,1,0,0,0,0,0,0,0
21947,1,11,26,0,1,0,1,0,0,0,0
